air_temperature,process_temperature,temperature,rotational_speed,rpm,torque,tool_wear,vibration,pressure,current,operating_hours,failure
25.91,36.07,66.99,1433.0,1386.5,42.92,0.6,3.331,5.652,22.52,5621.2,0
27.38,38.66,77.94,2470.8,2538.5,26.1,4.1,0.133,6.386,9.62,5546.8,0
26.95,37.45,68.35,2122.7,2040.7,28.67,21.8,1.321,7.351,10.55,3496.9,0
26.27,35.96,58.57,2095.2,2109.4,28.18,111.4,1.621,6.371,14.22,4990.4,0
26.64,36.25,62.96,1677.5,1590.8,37.1,42.3,0.877,6.6,17.52,5411.6,0
26.35,36.91,66.1,1375.0,1263.9,41.8,2.9,1.228,6.975,16.25,435.9,0
27.16,37.98,76.57,1286.8,1255.3,43.65,16.0,1.47,5.198,13.13,589.7,0
29.79,40.79,81.14,2670.4,2599.1,22.28,88.8,0.65,6.954,14.37,5034.9,0
21.72,31.46,69.71,1712.6,1808.4,38.31,12.0,1.959,6.565,15.86,173.8,0
26.38,36.55,77.76,1877.3,1848.0,32.49,23.3,1.818,6.657,21.96,1490.7,0
27.2,37.79,74.35,1396.6,1374.9,45.34,72.6,1.368,5.853,18.53,1385.2,0
27.44,37.06,67.73,1520.6,1516.1,37.32,22.6,1.295,6.276,11.66,1272.3,0
26.11,34.97,63.39,1750.3,1751.7,39.19,2.9,2.559,5.799,8.91,3971.2,0
23.34,32.53,69.96,1807.2,1810.7,32.55,16.1,2.332,3.22,17.56,4195.0,0
27.51,37.26,58.65,1093.6,1134.4,57.25,102.0,0.902,7.677,9.91,2131.3,0
30.3,40.97,75.11,2356.5,2405.0,27.16,253.0,3.39,7.031,16.64,698.4,0
23.78,35.04,60.13,1585.2,1577.3,36.0,207.1,3.181,6.132,18.97,4530.1,1
28.58,37.22,68.68,1411.8,1425.0,41.08,25.9,1.249,6.674,19.13,2587.4,0
26.19,35.6,57.8,1711.6,1771.0,37.49,21.4,3.41,4.732,10.6,2304.0,0
26.73,36.37,81.12,1866.4,1855.7,32.36,41.8,0.301,4.472,18.23,1184.7,0
24.74,35.54,57.86,2991.3,2970.6,21.88,29.6,0.859,4.918,19.36,2005.0,0
26.18,35.65,60.7,1829.2,1801.3,33.08,73.5,3.537,5.264,14.0,4283.4,0
29.45,39.02,71.36,2093.5,2050.4,30.41,3.9,1.915,5.57,11.38,2097.7,0
28.02,36.6,70.21,936.6,953.9,56.79,22.2,6.84,4.367,16.24,4255.4,1
30.31,40.8,72.39,818.3,887.5,62.65,21.2,1.434,2.579,15.37,3695.0,0
29.2,39.04,65.98,1488.1,1468.4,39.49,0.3,0.752,3.606,18.76,585.8,0
27.73,37.07,67.39,2540.2,2571.6,25.95,5.2,1.383,4.29,15.25,5446.0,0
30.34,40.08,63.99,1207.3,1259.2,47.38,83.1,2.447,7.39,16.21,4124.9,0
27.73,38.85,70.33,1857.4,1927.9,30.19,22.0,1.407,2.631,17.7,1353.4,0
28.51,37.5,68.46,1608.8,1649.6,34.51,1.8,2.437,6.52,14.3,5972.4,0
26.26,35.42,61.78,1968.4,1985.6,33.71,66.6,1.985,3.947,15.45,2816.0,0
26.98,38.24,70.36,1561.7,1538.3,34.99,55.3,0.832,4.917,11.45,5897.8,0
25.46,35.53,60.21,1770.1,1733.7,36.45,65.2,1.985,5.803,15.03,307.4,0
28.83,39.5,67.29,2163.8,2173.5,26.86,19.1,2.688,5.591,14.16,2120.3,0
24.49,34.9,61.19,1702.4,1726.1,32.98,15.2,0.628,6.499,14.49,789.6,0
28.41,38.38,67.33,1127.4,1043.8,50.2,36.2,1.143,1.331,10.55,4295.1,0
26.47,36.12,53.79,1514.8,1551.1,39.66,4.7,1.3,8.549,14.86,4415.7,0
29.19,40.02,73.46,1426.6,1370.2,41.25,5.0,1.783,6.867,12.25,119.7,0
28.35,39.51,66.57,3242.3,3284.5,17.68,23.5,4.526,4.474,14.6,3659.3,0
30.49,41.58,62.61,1238.0,1229.0,49.48,53.9,0.786,6.59,15.34,1005.3,0
28.31,37.13,68.89,1819.3,1841.5,33.14,17.3,1.258,7.436,21.98,1167.8,0
23.71,35.01,55.19,1175.5,1218.9,51.24,143.7,0.835,10.342,12.65,4059.2,0
26.72,36.36,56.68,1373.8,1397.9,41.54,40.5,0.303,6.838,11.95,5352.5,0
24.51,33.75,63.86,1627.6,1599.7,34.38,156.5,2.278,5.25,14.22,531.9,0
25.81,35.64,56.22,2598.0,2672.2,23.22,34.1,4.375,5.165,11.2,1720.9,0
29.87,40.7,72.17,972.6,962.2,61.75,41.0,2.437,3.775,6.49,1201.5,0
28.13,38.67,70.42,1137.8,1099.9,48.03,47.5,0.688,7.251,13.67,136.1,0
25.45,35.2,60.26,1215.9,1239.2,48.63,253.0,5.129,6.571,15.37,4468.1,1
24.82,35.66,78.45,1102.2,1063.0,58.19,12.8,1.233,6.415,15.56,2102.8,0
26.92,37.06,69.22,1231.5,1167.0,42.24,17.8,0.899,6.035,13.95,261.6,0
24.42,33.84,69.44,1110.1,1077.3,53.52,11.1,0.752,1.702,11.97,937.4,0
25.51,34.8,62.18,1735.6,1735.8,35.21,22.5,2.83,4.052,16.24,995.6,0
27.47,37.88,58.11,1241.5,1206.7,47.38,103.0,2.943,1.299,13.16,3376.9,0
29.16,39.08,76.35,1724.6,1708.8,33.7,24.5,1.116,6.165,12.77,5956.9,0
28.07,36.69,65.78,1591.2,1481.1,34.96,11.6,2.913,4.463,17.39,639.3,0
22.27,33.11,56.24,1405.9,1469.2,40.97,10.6,2.89,5.377,14.49,769.7,0
27.46,36.98,68.47,2179.5,2183.5,27.33,146.9,0.643,5.168,20.24,2528.9,0
26.99,38.59,72.08,1430.6,1391.5,43.29,9.5,1.42,8.315,10.8,5465.5,0
27.68,36.27,77.83,1934.3,2000.2,36.88,1.3,0.38,4.681,22.04,4654.5,0
30.08,39.9,61.21,2982.6,2911.4,20.12,34.7,0.803,4.842,16.89,2468.9,0
22.72,32.02,59.66,1762.5,1713.6,35.42,1.5,3.498,4.031,10.77,5681.7,0
25.67,34.69,73.52,1749.9,1724.1,36.55,17.1,4.254,3.948,14.05,3510.0,0
28.03,37.55,64.24,1259.6,1224.1,48.53,51.3,1.994,4.946,12.63,3709.7,0
23.69,35.46,82.28,1444.0,1420.3,42.85,22.3,2.921,4.772,17.23,2162.1,0
29.8,39.95,66.25,975.5,1005.6,54.47,9.1,0.961,5.912,12.63,4757.4,0
27.59,36.8,54.42,1337.5,1383.8,45.2,12.0,0.934,3.03,11.56,5541.8,0
28.54,36.71,56.56,1678.2,1728.8,34.46,22.4,2.219,3.704,16.91,4490.5,0
25.71,33.99,75.04,1503.3,1572.7,39.42,4.3,1.259,5.919,14.22,2333.1,0
28.48,37.94,70.24,1596.3,1560.1,36.52,10.1,0.203,3.571,6.22,249.2,0
28.99,38.35,75.03,1248.4,1269.6,44.88,38.2,1.21,5.328,19.58,625.6,0
27.32,37.09,64.59,1430.9,1394.5,40.6,5.6,3.265,5.838,14.3,2079.1,0
27.32,35.05,58.73,1796.8,1759.2,33.71,95.8,1.415,5.176,14.34,4965.1,0
27.39,37.3,63.94,1474.4,1398.9,40.09,0.9,2.993,5.047,18.92,5146.7,0
25.12,36.15,52.14,1306.1,1383.2,44.61,1.3,0.287,5.722,17.19,5902.2,0
26.55,38.18,53.85,2059.9,2123.4,29.94,24.2,1.51,4.165,23.83,323.3,0
26.54,34.65,71.46,1334.4,1449.2,43.17,94.4,4.868,8.966,13.79,3358.1,1
27.62,36.82,62.84,2375.9,2416.9,24.21,9.8,0.469,4.41,18.16,3126.1,0
28.85,38.0,63.42,1480.3,1503.0,51.06,6.5,1.442,6.94,12.39,5928.8,0
24.73,34.88,58.87,1288.2,1265.3,45.27,7.9,1.187,6.603,16.6,2333.9,0
26.6,35.38,73.53,1200.2,1258.1,56.29,119.8,3.877,2.411,19.34,5357.1,0
29.81,41.5,65.17,2048.3,2070.2,28.83,1.5,3.334,3.7,13.01,5785.6,0
25.36,35.41,70.17,1234.6,1171.4,51.33,64.7,1.267,6.034,24.72,3041.7,0
25.21,35.08,60.34,1158.3,1164.5,49.36,104.7,1.346,8.76,17.43,5470.7,0
27.25,38.85,76.59,1646.8,1580.0,38.18,25.6,0.865,6.662,13.66,2237.3,0
28.54,38.52,72.63,1614.7,1633.2,36.23,11.8,0.56,7.478,3.77,1949.1,0
26.87,37.27,59.21,2419.2,2466.4,29.15,40.6,1.699,5.122,15.29,384.8,0
29.51,38.76,65.89,2233.5,2217.7,26.54,5.3,0.247,7.903,21.02,1295.8,0
28.56,37.19,60.67,1904.8,1867.7,32.49,25.0,1.047,7.306,16.5,5616.0,0
28.53,37.92,67.52,2024.5,2122.6,27.44,11.4,0.54,0.631,17.72,1191.3,0
27.96,40.15,70.79,1116.7,1131.5,55.96,7.1,2.061,4.813,14.45,4809.9,0
31.51,42.14,73.98,2264.9,2294.9,24.98,62.6,2.649,4.515,14.71,3849.4,0
26.44,36.71,69.67,1511.1,1529.4,41.49,59.9,1.378,3.871,14.87,3366.2,0
22.84,31.87,58.34,1242.3,1292.9,44.36,15.1,1.18,5.821,13.37,5038.4,0
30.06,40.97,66.0,1242.6,1280.0,43.57,31.1,2.829,7.852,14.73,2565.5,0
25.93,34.58,64.72,1215.5,1205.6,44.45,33.3,0.876,5.234,14.65,2676.4,0
27.07,35.5,61.56,1229.2,1147.3,49.46,0.4,6.109,5.03,18.54,2377.3,1
29.47,38.91,63.53,1578.8,1551.4,35.54,28.2,1.907,5.905,14.65,3064.9,0
23.65,35.6,72.56,1361.6,1367.2,40.88,100.0,1.442,6.09,19.07,3990.5,0
24.35,36.24,71.64,1637.8,1692.9,37.06,29.6,3.761,6.0,23.58,744.5,0
23.65,33.2,64.84,1255.0,1333.7,53.03,52.2,2.785,3.55,13.4,3717.8,0
25.26,34.59,66.98,1045.0,1033.8,61.0,60.0,0.447,7.407,21.88,862.0,0
27.73,36.09,62.93,2171.5,2268.9,28.06,7.2,1.073,3.116,17.65,5243.4,0
27.9,37.98,65.62,2901.7,2929.3,19.69,8.9,0.591,3.84,12.89,3047.6,0
27.4,37.56,65.26,1377.7,1391.1,45.69,6.6,1.213,6.66,20.76,539.8,0
24.02,34.81,55.72,1126.5,1142.1,50.7,83.3,3.12,7.427,17.58,2050.1,0
22.23,33.14,61.65,1023.0,1063.8,59.57,6.2,2.489,4.772,18.03,2820.1,0
26.96,36.76,68.84,1353.9,1359.7,47.38,22.8,0.483,4.57,5.79,753.4,0
25.91,36.46,68.92,964.9,969.8,53.96,83.3,0.914,4.561,17.65,4654.1,0
27.77,37.07,54.34,1081.5,1131.0,56.6,18.1,1.112,3.809,14.79,1334.2,0
28.25,38.79,73.38,1150.4,1210.6,54.65,11.9,1.879,4.611,16.67,2861.6,0
27.13,36.62,67.41,1397.8,1401.6,48.81,28.9,2.033,4.106,17.51,4598.3,0
28.37,38.83,58.86,2073.2,2072.3,27.18,31.0,0.263,4.106,16.72,2053.4,0
27.31,37.69,65.47,1476.1,1437.6,39.92,55.0,3.263,4.995,16.94,5771.0,0
27.91,37.98,62.43,1343.0,1327.5,43.0,23.5,1.164,5.645,18.21,5887.6,0
25.44,36.24,66.59,1569.3,1629.5,39.0,1.5,2.95,6.616,13.96,3020.4,0
26.49,34.92,51.93,1547.3,1552.7,39.62,53.2,0.462,5.4,22.02,2283.0,0
27.24,36.18,72.09,1032.6,1080.8,55.67,0.6,0.347,5.469,17.51,1810.3,0
28.49,38.22,64.09,1877.9,1845.9,32.43,81.5,1.965,5.081,12.07,3946.9,0
26.06,34.62,65.23,1167.3,1184.1,47.99,40.4,4.149,5.027,17.08,1900.8,1
27.89,37.49,61.28,1358.6,1389.5,43.16,3.6,1.247,5.303,10.87,3747.4,0
26.32,35.94,61.37,2111.6,2197.1,31.42,29.2,1.192,6.26,18.23,881.9,0
26.61,37.92,63.17,1943.0,1848.6,29.23,49.9,1.85,6.2,10.95,892.5,0
28.51,38.65,69.26,2568.0,2619.8,22.99,5.7,1.743,4.473,14.36,917.4,0
22.86,33.89,69.27,1214.1,1221.9,44.86,14.1,2.245,5.307,13.83,3080.1,0
24.26,34.56,68.94,1534.7,1539.9,39.37,28.2,3.58,6.68,18.31,2620.6,0
23.89,33.35,67.37,1942.7,1848.8,31.74,24.3,5.242,5.977,11.94,2476.0,0
22.18,32.32,65.26,2885.8,2813.8,21.24,38.0,2.987,4.426,16.74,1458.2,0
25.49,36.22,64.53,1196.8,1224.4,44.33,5.5,2.562,3.55,9.63,5205.9,0
28.35,39.54,77.56,1636.2,1712.2,38.26,101.7,1.449,1.735,19.26,3761.0,0
26.28,36.15,61.86,1588.8,1601.8,32.86,44.1,0.095,7.479,14.88,840.0,0
27.25,35.6,60.66,2069.1,2146.4,30.36,13.5,0.958,8.943,13.44,5086.4,0
29.03,37.31,70.71,1562.1,1421.8,37.61,20.8,1.996,6.608,15.85,327.5,0
29.51,39.18,64.2,1387.1,1305.5,44.7,6.2,0.278,4.21,16.16,5720.1,0
26.71,34.37,57.47,1489.6,1403.0,36.7,27.2,2.166,5.025,13.06,3853.0,0
29.56,41.35,75.29,2052.2,2106.7,28.11,29.1,0.385,4.547,21.43,1632.6,0
27.03,37.63,73.66,1495.0,1523.3,39.42,87.8,0.887,5.018,19.27,1694.2,0
25.18,34.54,59.66,1179.2,1180.5,50.46,34.9,1.155,5.971,8.52,5453.2,0
25.66,34.55,61.17,1447.5,1496.7,40.4,41.3,0.697,6.183,15.34,1128.6,0
23.89,34.92,66.47,1500.8,1488.8,40.68,52.4,0.897,4.068,14.02,122.2,0
25.07,33.96,61.13,1592.8,1658.7,36.74,64.2,2.108,5.984,4.13,2228.7,0
26.13,35.12,68.22,2057.7,2139.6,31.1,58.3,2.348,1.481,15.63,3889.5,0
28.46,37.69,65.26,1941.3,1855.1,30.77,11.4,2.398,7.672,11.91,5420.6,0
30.29,40.41,74.82,2521.8,2559.4,23.38,19.6,2.317,3.44,14.47,3279.2,0
24.09,34.71,76.68,1273.4,1309.5,51.81,3.9,2.918,5.589,16.5,5307.9,0
27.64,38.83,71.22,1407.7,1352.0,44.62,9.2,2.829,6.255,17.97,5196.3,0
24.77,35.81,58.17,1462.8,1389.8,40.82,43.0,3.212,5.822,16.28,2705.9,0
27.8,37.8,72.26,1355.9,1351.5,42.96,38.0,2.036,6.271,6.13,4590.6,0
26.59,37.61,62.3,1438.8,1454.7,43.4,1.9,3.015,7.457,14.96,2888.4,0
23.19,32.52,59.13,1903.4,1937.9,32.65,26.7,5.452,4.58,7.94,743.3,1
28.71,36.89,57.52,1456.6,1525.6,36.75,14.8,0.59,5.839,10.75,861.4,0
25.64,34.97,68.2,1856.9,1861.8,35.26,9.9,2.363,4.546,22.66,5592.2,0
25.78,34.98,61.86,919.7,931.1,65.11,30.0,0.446,7.204,15.54,3414.8,0
24.71,34.08,63.28,1166.5,1289.1,50.2,4.8,1.861,5.274,7.96,4070.1,0
25.54,34.58,66.03,1483.7,1501.0,41.68,70.6,0.823,5.306,14.31,2574.4,0
27.71,37.24,58.63,968.7,941.5,53.66,9.6,2.994,5.163,23.74,2594.3,0
26.47,37.09,61.6,1112.9,1149.4,52.4,39.1,2.219,6.006,12.89,5721.4,0
27.51,39.22,71.75,2366.6,2344.2,26.19,5.6,2.496,5.359,6.97,5129.7,0
27.57,35.85,68.47,1615.7,1593.8,37.77,5.6,1.126,5.354,14.67,4550.7,0
29.49,38.2,66.84,1338.6,1287.3,39.84,65.3,3.871,4.911,23.85,3419.3,0
26.16,35.37,65.16,1350.2,1366.7,46.12,15.0,1.313,5.1,13.17,2797.1,0
23.9,34.66,54.6,1464.0,1536.0,37.76,6.3,0.773,5.637,21.24,5558.9,0
28.98,38.78,64.93,1535.2,1560.2,39.01,3.6,1.103,7.01,14.91,214.2,0
26.19,35.46,69.55,1774.5,1811.5,35.39,38.2,0.731,6.021,24.7,689.9,0
29.08,39.8,70.25,1254.0,1293.0,50.49,72.8,1.01,4.772,14.34,4259.9,0
27.62,38.57,76.15,2309.0,2384.7,25.57,67.9,1.291,4.898,14.12,204.9,0
26.59,36.57,68.63,1692.5,1657.0,35.73,3.3,3.549,7.877,17.47,3505.4,0
27.55,36.73,67.07,2795.9,2767.5,21.56,3.8,0.406,3.195,12.47,1024.7,0
30.75,41.02,82.09,1924.6,1944.7,29.7,14.0,0.966,3.471,13.44,1472.0,0
31.0,40.77,67.48,1454.2,1456.7,43.17,93.8,2.371,4.359,14.46,898.0,0
26.99,36.75,70.41,1298.4,1261.4,43.36,4.9,1.624,6.45,21.85,3903.3,0
27.17,36.66,57.34,1533.0,1545.8,36.87,10.6,2.403,4.161,7.52,2947.6,0
29.0,39.93,69.47,1261.7,1158.2,51.24,2.5,4.402,4.116,10.26,512.2,0
25.16,35.41,56.97,942.8,994.8,53.54,41.9,1.469,6.929,21.41,874.2,0
27.52,38.55,61.64,1506.5,1467.8,39.31,6.6,0.712,3.309,15.3,3243.5,0
26.8,38.13,65.15,1413.8,1315.7,42.5,22.8,1.434,6.535,10.68,1745.8,0
27.48,37.94,69.14,1578.8,1631.4,35.47,0.2,1.097,7.35,17.11,2678.0,0
25.18,34.68,63.65,1217.3,1224.3,46.27,49.0,1.073,6.592,14.66,2004.9,0
23.67,34.71,70.18,2136.5,2163.7,28.06,65.0,0.729,5.821,12.64,5592.0,0
22.7,33.17,49.41,1040.6,1134.1,57.96,72.3,3.188,6.566,11.23,3385.6,0
24.62,37.22,72.56,1233.6,1284.6,51.4,7.4,0.392,9.432,13.5,715.2,0
25.93,36.24,59.29,2097.3,2163.4,28.01,36.0,2.777,5.555,6.08,5935.4,0
26.26,36.96,59.14,1892.8,1913.6,32.11,5.3,2.383,5.56,12.75,2087.1,0
30.72,41.01,75.3,1397.0,1508.3,44.21,77.6,0.286,8.697,19.08,425.1,0
29.06,38.96,68.8,1613.1,1639.0,36.62,32.1,1.904,4.642,17.59,4816.8,0
24.93,34.67,62.11,1100.8,1033.8,45.45,87.1,0.507,5.124,13.24,1566.2,0
27.55,37.84,75.26,1685.2,1608.5,36.41,60.8,1.416,8.25,9.47,5177.3,0
26.04,36.56,69.9,1173.5,1218.4,55.25,40.7,1.389,6.937,12.8,5857.0,0
26.28,37.44,70.55,1541.3,1498.4,40.08,65.5,0.852,3.627,5.59,4150.7,0
27.22,37.53,58.22,1000.0,1011.0,64.21,4.4,1.347,5.678,16.59,4548.7,0
28.09,37.63,65.25,1367.5,1400.5,46.03,14.1,3.621,6.596,17.01,4771.5,0
26.17,35.84,68.05,2299.5,2284.0,26.51,20.4,0.42,5.39,17.99,4654.2,0
28.98,37.65,59.41,1025.3,970.8,60.86,34.6,1.254,5.326,19.03,5377.7,0
24.57,36.23,66.08,1161.6,1107.3,50.99,0.5,0.429,3.536,18.11,551.7,0
26.86,36.32,60.25,1451.0,1436.8,43.8,25.1,5.29,6.476,15.18,2910.9,0
32.05,43.01,74.25,1273.1,1298.8,46.47,67.0,0.889,8.647,12.88,2008.1,0
27.3,37.57,69.87,2021.6,1961.0,28.11,29.5,0.816,6.11,12.67,2491.9,0
29.72,40.02,71.66,2820.0,2925.8,21.96,82.8,5.84,6.947,14.59,909.7,0
27.03,36.92,65.28,1556.4,1585.2,39.58,9.6,2.138,4.191,17.89,3758.6,0
28.01,37.22,62.68,963.9,985.4,53.79,16.3,2.912,3.908,11.05,3640.7,0
26.74,35.77,69.18,1347.8,1346.4,43.96,65.3,0.172,4.322,15.89,262.0,0
26.51,38.24,64.55,1142.5,1149.3,57.09,10.3,2.706,5.954,10.81,2251.5,0
25.29,35.4,72.08,1092.5,1113.4,53.21,28.9,0.973,5.682,16.71,1879.2,0
27.71,38.84,76.59,1393.8,1402.7,40.21,75.3,2.367,3.075,12.05,1376.6,0
25.15,36.53,61.29,1066.8,1137.5,51.84,53.5,2.528,4.98,22.45,1048.6,0
28.18,37.77,73.14,1180.3,1247.3,55.23,27.1,0.297,5.573,13.59,4488.2,0
29.02,39.44,73.48,1570.0,1583.5,39.2,2.2,0.579,6.019,15.73,1864.4,0
27.58,37.63,60.96,1621.4,1588.2,37.86,211.7,4.193,6.357,10.77,2007.4,1
26.28,35.12,59.06,1360.2,1317.8,41.4,15.9,0.47,6.826,16.93,277.0,0
27.76,37.57,61.77,3342.3,3344.9,15.88,29.2,0.306,3.452,19.0,357.5,0
26.23,36.82,61.26,1374.2,1365.2,42.8,0.8,0.649,8.255,11.52,3162.6,0
28.72,38.22,73.11,1207.3,1240.1,47.2,12.6,0.214,2.477,14.53,731.2,0
23.19,32.86,72.11,1526.6,1615.2,41.45,13.9,1.435,7.129,11.08,2381.0,0
26.18,36.01,50.89,1483.4,1502.4,43.45,82.1,0.864,7.528,14.12,4133.7,0
22.87,34.98,67.92,1512.5,1481.0,39.57,1.7,0.657,4.039,18.56,1892.7,0
23.86,32.03,66.51,2877.7,2817.4,20.03,76.4,3.435,8.384,23.02,5438.6,0
29.58,40.08,74.99,986.2,982.0,56.63,73.6,1.418,5.293,17.92,3406.7,0
28.64,38.39,76.04,1828.4,1844.0,36.32,28.7,1.678,5.248,9.98,206.8,0
25.41,34.77,58.41,1659.1,1612.8,33.82,1.4,1.334,6.86,14.56,3181.8,0
23.84,33.57,62.98,1120.1,1122.3,53.58,8.5,1.994,5.704,17.95,2423.3,0
20.92,31.59,65.53,1225.1,1290.3,49.79,51.1,3.144,4.803,2.65,1580.3,0
25.76,36.49,68.94,1411.2,1391.3,42.73,33.5,1.483,5.004,16.24,375.0,0
31.69,41.88,72.9,1209.5,1203.4,47.69,26.6,2.311,5.817,15.68,5771.6,0
27.72,38.81,67.78,2086.1,2128.0,28.45,100.5,1.493,4.62,23.52,1624.5,0
25.73,37.0,65.21,1606.1,1687.1,39.19,84.9,0.969,6.322,14.99,4678.5,0
27.78,38.6,65.48,1080.4,1117.9,52.95,33.6,1.928,4.758,20.93,1891.3,0
23.73,33.18,63.18,1895.9,1825.9,33.23,42.5,3.915,4.838,13.98,3564.9,0
26.26,36.75,76.08,1918.7,1993.4,30.02,32.4,2.773,4.866,17.67,5455.0,0
27.05,37.55,70.73,1421.6,1390.9,40.79,12.0,0.444,2.533,16.34,4034.3,0
26.68,35.86,64.12,1566.4,1544.2,41.02,24.8,2.004,5.08,21.81,2228.4,0
28.43,36.86,69.68,1365.2,1301.3,46.48,17.5,5.141,6.857,22.21,2683.5,1
27.54,35.52,58.67,2130.8,2107.3,26.22,174.7,1.755,8.013,13.19,5195.6,0
28.19,38.26,60.25,3342.3,3359.5,14.51,88.9,0.365,7.78,8.85,2746.5,0
25.47,35.77,65.94,1136.6,1080.1,49.21,17.0,1.657,5.524,18.51,2799.9,0
28.65,37.46,77.04,2111.6,2104.8,29.17,29.4,0.754,5.485,21.87,346.9,0
30.11,41.15,89.35,1841.9,1764.9,33.9,15.4,1.534,4.479,8.88,5335.6,0
24.91,35.06,66.5,3274.3,3304.6,18.17,87.2,1.091,6.648,22.05,818.9,0
25.07,36.42,61.71,1345.7,1324.8,50.23,22.4,1.231,3.62,11.66,3170.6,0
29.52,39.89,66.73,1436.4,1449.0,43.5,1.0,4.018,4.18,20.51,3207.8,0
26.47,35.4,65.61,1332.7,1305.4,43.1,12.0,1.755,3.246,14.85,437.1,0
29.66,40.12,68.41,1492.5,1502.9,43.03,9.8,1.299,5.339,20.1,1761.0,0
25.96,36.64,60.78,2914.8,2875.7,19.4,8.2,3.425,5.798,16.7,2968.1,0
29.76,39.21,59.2,1936.1,1880.7,30.15,7.2,2.834,3.78,19.34,3779.2,0
27.11,35.67,76.0,1520.2,1526.2,35.48,27.9,0.803,4.069,13.67,2890.3,0
27.37,37.47,79.47,1765.4,1830.0,32.51,4.7,3.847,6.357,9.57,1966.4,0
29.98,38.98,71.63,1664.8,1579.3,37.28,14.3,0.39,5.135,19.38,2351.5,0
26.13,37.25,71.03,1361.5,1307.0,42.46,59.2,0.753,4.085,19.5,4700.8,0
24.97,34.56,64.63,1181.2,1231.4,50.06,6.4,1.859,4.573,13.46,5945.0,0
25.95,37.68,72.58,2263.0,2265.1,25.2,39.6,1.959,6.548,16.74,845.4,0
27.75,35.63,57.62,1579.2,1587.1,39.91,47.4,3.683,6.38,12.79,5510.8,0
23.72,33.85,67.44,1085.7,1191.9,47.12,14.0,1.322,5.298,9.37,3184.1,0
28.12,39.55,70.08,1968.0,1948.9,30.76,95.4,3.809,3.905,16.5,5540.6,0
25.77,34.88,62.06,1550.4,1501.5,38.07,10.1,6.164,3.594,17.59,4479.4,0
29.15,38.99,62.54,1386.1,1343.5,44.67,65.4,0.935,2.819,13.49,4671.8,0
22.06,31.66,57.25,1557.0,1611.6,40.11,9.8,1.461,4.157,20.24,797.5,0
25.28,34.59,64.35,1273.3,1185.5,46.74,8.4,0.776,6.44,11.82,5561.6,0
23.48,33.72,62.65,1445.2,1394.0,40.95,2.7,0.83,4.332,19.9,1983.5,0
25.2,33.9,51.67,1566.3,1542.9,36.88,55.1,1.602,3.968,10.56,5141.5,0
27.35,37.23,64.62,2084.1,2006.2,28.27,18.9,1.064,4.104,16.91,4314.3,0
26.49,37.01,67.11,1358.7,1312.4,42.47,11.9,0.83,4.83,15.45,2819.6,0
26.34,36.13,67.67,1471.7,1528.6,41.0,51.9,0.983,7.066,18.99,2141.6,0
26.53,35.53,61.56,1814.7,1763.8,30.07,94.8,0.925,4.12,16.67,2207.7,0
27.26,38.29,77.34,1325.8,1232.2,45.82,102.7,1.768,4.598,16.76,1228.0,0
24.83,35.56,68.05,1186.6,1184.6,52.68,37.7,0.558,3.72,14.94,2612.3,0
28.26,37.22,77.44,1939.4,1829.7,33.4,60.4,2.549,6.888,17.26,2607.9,0
28.18,36.88,73.49,1910.8,1973.3,32.72,12.4,2.78,5.432,10.04,1663.8,0
27.62,36.67,70.71,1924.8,1897.2,32.36,0.5,2.637,3.39,5.59,3800.0,0
27.96,38.51,66.6,2677.3,2647.5,23.21,4.9,1.021,3.911,22.96,235.5,0
27.44,37.72,72.03,1007.9,998.8,60.04,46.5,1.031,6.098,8.34,2054.2,0
30.92,41.71,75.44,1819.0,1855.6,35.51,208.2,3.249,7.587,22.83,4049.6,1
26.68,36.35,71.09,1932.2,1904.1,31.42,253.0,1.022,4.553,12.14,3382.4,0
26.24,35.31,56.77,2080.1,1960.1,28.73,3.3,1.678,6.492,21.02,5818.2,0
25.34,36.26,77.98,1522.9,1477.6,36.12,10.6,1.643,6.057,20.67,1426.5,0
24.79,34.23,68.85,1808.7,1839.7,33.05,1.5,1.472,8.321,14.55,4781.8,0
24.36,34.55,72.06,1039.8,977.7,54.38,80.8,2.485,4.011,14.58,2060.7,0
25.07,33.52,66.43,1977.6,1951.9,27.51,9.2,1.661,8.187,12.3,2336.1,0
26.71,36.14,69.67,2379.8,2379.2,24.61,16.2,0.498,6.664,15.18,4069.0,0
27.52,38.53,73.26,1331.7,1289.0,45.52,7.4,2.239,4.135,16.36,1058.7,0
26.95,36.24,73.84,1582.9,1600.0,38.93,0.4,0.368,6.495,23.61,1483.2,0
25.32,36.13,72.97,1792.5,1755.5,37.77,16.5,4.322,4.345,7.78,4160.4,0
28.65,36.32,74.03,1302.1,1382.3,45.6,0.4,5.42,6.702,15.46,3019.5,1
28.33,37.77,68.18,1503.2,1552.7,41.37,47.9,0.732,6.384,18.01,3784.8,0
26.53,36.36,59.59,1526.3,1521.5,39.53,24.8,3.994,4.563,9.83,2680.9,0
25.54,37.29,60.73,2406.3,2481.4,25.94,5.4,1.314,8.23,19.7,31.1,0
27.95,36.78,61.92,2529.9,2542.2,23.32,77.1,1.171,5.479,20.15,121.4,0
27.23,37.9,73.12,1847.4,1862.2,33.0,70.3,1.107,5.572,18.43,5610.8,0
23.95,35.01,57.2,1990.6,2018.3,29.16,20.3,1.335,6.716,13.39,881.2,0
